Timestamp;scop_accx;scop_accy;scop_accz;scop_gyrox;scop_gyroy;scop_gyroz
0;42975;8619;23391;-290;199;-276
1078;47907;5099;25977;-245;152;-259
2077;44196;6392;32273;-196;99;-235
3078;49871;-5219;42521;-149;45;-207
4077;55138;-17334;48674;-99;-9;-174
5077;47716;-15801;58849;-45;-62;-137
6077;40605;-21188;72376;9;-112;-99
7079;45705;-32225;80876;62;-160;-59
8089;38570;-30861;92368;109;-203;-19
9078;20685;-30142;108529;151;-241;18
10079;20733;-36008;120093;183;-276;54
11079;19680;-40198;128927;207;-303;91
12080;981;-38355;141880;228;-325;126
13079;-8595;-37277;152079;241;-332;155
14075;-4884;-40605;156317;245;-332;178
15080;-13814;-37565;165750;244;-325;196
16075;-28921;-36679;174872;235;-309;210
17076;-34691;-30023;176883;222;-290;221
18086;-37924;-23702;179038;203;-257;224
19091;-46902;-25953;180953;175;-219;222
20076;-55521;-17932;178535;140;-180;216
21076;-59280;-9313;174824;99;-134;203
22076;-57628;-7781;172885;50;-85;184
23077;-53151;-8212;165582;0;-32;160
24076;-60166;3016;156221;-50;21;131
25076;-63685;15370;149517;-103;74;97
26075;-52935;12880;137163;-158;128;59
27075;-54037;21164;125456;-209;178;19
28080;-56311;26120;117435;-253;230;-19
29090;-43981;23175;104267;-294;277;-61
30079;-31052;28203;90596;-334;312;-99
31079;-34165;32968;80133;-367;341;-135
32079;-27317;35242;68761;-396;361;-169
33079;-4357;33423;54946;-416;377;-201
34078;-5027;37134;46950;-432;383;-232
35078;-3543;33638;41491;-444;383;-254
36077;9864;30502;31052;-445;380;-273
37079;15490;36104;26001;-438;367;-286
38078;20135;28514;23654;-422;346;-296
39173;32680;19752;16807;-398;317;-300
40076;44819;20757;16519;-364;283;-297
41076;42233;15897;21116;-325;244;-288
42076;48578;5291;23080;-282;199;-274
43075;52504;2537;25953;-235;149;-253
44075;43837;3639;34452;-184;94;-227
45080;49344;-4979;42161;-132;38;-198
46080;52911;-13838;48051;-80;-18;-166
47080;46160;-17094;62560;-32;-70;-132
48080;41060;-22720;74028;15;-120;-96
49079;39959;-26575;81738;61;-167;-58
50091;37660;-31962;96175;103;-210;-18
51075;29807;-38833;108600;145;-248;21
52075;21763;-33447;117339;180;-279;58
53080;11133;-33183;130340;209;-303;94
54075;2896;-44460;144298;235;-325;128
55079;-4572;-40054;152774;248;-335;158
56080;-20350;-30071;159142;256;-338;184
57075;-18507;-38857;168863;254;-331;204
58075;-13096;-46543;173076;242;-311;218
59079;-36942;-27198;174728;221;-288;224
60080;-51906;-17836;180618;195;-261;227
61092;-41706;-28227;181241;167;-222;224
62075;-48075;-19249;178463;134;-175;215
63075;-66415;-6823;176739;96;-128;199
64080;-60262;-7733;172645;51;-77;178
65080;-51355;-5937;163859;4;-25;155
66079;-63949;4429;155766;-44;27;126
67075;-63111;12449;147075;-96;83;94
68079;-48578;14891;134242;-149;135;58
69080;-52887;22912;125049;-203;184;19
70079;-52409;23391;115903;-254;232;-21
71090;-41946;26767;101466;-300;273;-61
72079;-37684;32704;90309;-340;309;-99
73080;-34668;29855;79583;-375;341;-137
74080;-21284;34356;65313;-404;369;-174
75075;-7876;38379;53773;-425;389;-206
76075;-6200;35194;47046;-436;398;-235
77077;6081;29903;38881;-439;398;-257
78076;13263;33375;29544;-436;387;-274
79077;12497;33782;26408;-424;372;-286
80077;22529;26336;22074;-409;349;-296
81090;32082;26216;16448;-386;317;-297
82079;39624;20685;18411;-355;280;-293
83080;45825;9935;20326;-320;241;-283
84079;51906;7709;22098;-277;195;-268
85075;51379;4046;27988;-232;145;-248
86075;50134;-3567;35122;-181;93;-222
87076;49799;-5099;41395;-128;38;-190
88076;43071;-6081;51259;-71;-18;-157
89077;48123;-20183;65074;-16;-73;-120
90075;49799;-28969;73669;32;-123;-82
91075;35697;-23822;84443;77;-174;-42
92090;30047;-30885;99359;119;-218;-6
93078;33854;-41323;108337;155;-254;32
94075;22481;-35146;118465;186;-285;70
95080;3160;-32920;134051;210;-306;105
96080;4357;-41539;145208;227;-322;137
97080;2346;-41204;152319;239;-329;164
98075;-20997;-33854;162446;248;-329;187
99079;-27126;-35865;171017;250;-320;206
100079;-20446;-38857;172550;242;-303;218
101078;-33925;-30262;176811;225;-280;227
102079;-47500;-27198;181288;203;-250;228
103089;-43694;-25402;179517;172;-210;224
104077;-48937;-14915;178415;135;-167;212
105078;-62775;-9840;176955;91;-120;196
106077;-63566;-5315;170562;41;-67;175
107078;-61626;263;163260;-12;-10;149
108077;-60788;3208;156485;-64;44;122
109077;-54851;8355;145543;-119;96;88
110076;-55425;17980;133261;-169;148;50
111076;-56574;25498;124761;-215;198;12
112075;-43263;20973;112144;-259;245;-25
113076;-40749;28203;97994;-302;286;-65
114093;-43766;34524;90309;-343;322;-103
115076;-30741;30526;78027;-378;349;-140
116077;-16304;34955;64044;-406;372;-175
117077;-14413;36679;54707;-427;386;-209
118077;-7733;35338;45513;-445;390;-239
119076;13263;33375;34500;-454;390;-262
120077;15514;33854;28251;-450;384;-279
121076;15514;28969;26623;-438;369;-291
122076;25905;25378;20470;-418;345;-297
123075;28969;29879;18124;-390;312;-297
124090;37181;18770;19632;-355;276;-291
125080;48889;6871;17214;-314;232;-282
126079;53366;9241;21308;-271;184;-267
127075;47644;4477;29927;-225;134;-247
128079;53318;-7062;35314;-178;80;-222
129079;56503;-10247;42137;-128;25;-192
130079;42090;-7230;53917;-77;-30;-160
131079;45537;-16160;64547;-27;-82;-123
132078;49105;-26886;72496;25;-132;-83
133079;36056;-28251;87699;76;-177;-42
134078;26839;-31364;100963;122;-219;-1
135089;27389;-34859;109008;161;-259;38
136077;24037;-38187;122774;195;-290;76
137079;10223;-41874;135847;221;-314;112
138079;1651;-36272;144083;236;-331;145
139075;-6224;-34261;153923;245;-338;172
140080;-17405;-41276;164433;247;-338;195
141075;-25665;-37134;169701;239;-328;213
142075;-34356;-28155;173244;227;-309;225
143076;-34380;-31124;180020;209;-282;232
144076;-35051;-35865;180834;186;-247;232
145163;-51235;-20015;178368;158;-207;227
146078;-60669;-8379;179660;120;-163;216
147078;-53606;-15394;175327;77;-116;201
148079;-58035;-6703;168144;33;-65;180
149079;-69168;4979;163452;-16;-13;152
150080;-60549;4333;155766;-68;38;122
151080;-50158;7469;144442;-123;91;88
152075;-60022;17142;133404;-177;146;51
153075;-57819;24301;122774;-228;199;10
154076;-37445;23798;107834;-279;247;-30
155075;-39887;30861;97300;-323;285;-70
156092;-40222;30789;89040;-360;319;-111
157075;-26551;31316;74746;-389;348;-149
158075;-19393;38450;64308;-412;369;-184
159079;-16639;33518;54827;-428;383;-216
160080;-3998;33111;41922;-439;387;-242
161079;14030;36032;32680;-444;387;-267
162079;13814;32824;29161;-439;375;-286
163078;21715;25043;24756;-427;357;-300
164079;31028;25210;19057;-409;334;-306
165078;28323;27820;19416;-383;302;-308
166089;36559;17932;19009;-348;265;-302
167078;46902;12473;16950;-309;222;-291
168078;51475;9074;23726;-265;174;-273
169077;50278;-502;30095;-213;123;-250
170078;54276;-5506;34572;-160;67;-221
171077;55353;-10175;44723;-105;13;-189
172077;48195;-15873;55617;-53;-41;-155
173076;45896;-16998;63925;-3;-94;-117
174076;40054;-19991;75537;45;-146;-79
175075;37181;-31651;90907;88;-195;-39
176076;33063;-35314;101585;128;-238;3
177093;20901;-29783;111593;164;-273;42
178076;17573;-37828;126150;196;-300;80
179076;17597;-47644;135320;222;-322;116
180075;981;-34620;143604;242;-335;148
181076;-15514;-30550;156724;253;-341;175
182075;-12761;-42880;165223;261;-340;199
183075;-20015;-36798;170060;257;-331;218
184080;-41563;-25570;175854;247;-314;230
185080;-40821;-29999;181312;224;-285;236
186079;-33279;-34476;179613;195;-251;236
187080;-51188;-19991;178296;160;-210;230
188090;-62871;-11109;179589;117;-166;218
189078;-52816;-13790;173699;74;-116;199
190078;-56503;-3734;168839;27;-62;177
191077;-66439;3136;163667;-19;-7;149
192078;-62297;6560;153348;-70;50;116
193077;-56670;12306;143364;-122;105;79
194077;-58801;14915;133452;-172;157;41
195076;-50589;20015;120955;-221;206;1
196077;-39815;26192;107451;-268;251;-38
197077;-42592;32202;98281;-311;291;-79
198090;-32680;28610;86263;-352;328;-119
199078;-24468;33782;71419;-387;358;-157
200078;-23223;38163;63566;-416;381;-193
201078;-13886;31914;52983;-435;395;-224
202078;311;35793;40150;-444;399;-250
203078;8930;36990;33782;-444;396;-271
204079;13096;30238;28514;-436;384;-285
205079;28898;25498;21188;-422;366;-294
206079;32058;26527;17980;-401;337;-299
207080;30933;21523;19560;-374;303;-299
208185;38426;16208;17741;-341;267;-293
209078;41970;17860;18602;-302;221;-282
210079;48985;7445;25833;-257;175;-264
211080;54827;-5339;29424;-210;123;-239
212079;55593;-4620;35242;-160;70;-212
213080;50421;-8690;46950;-106;15;-180
214080;52337;-19464;54970;-51;-42;-143
215075;48578;-18626;64188;1;-96;-103
216075;34261;-17214;78912;53;-148;-62
217076;37995;-29544;91314;100;-193;-21
218076;37708;-36272;100915;143;-238;18
219156;18052;-31316;114778;178;-276;56
220077;9074;-35003;128089;206;-308;93
221076;15466;-43167;134841;228;-329;126
222075;4716;-37900;146142;245;-343;157
223079;-14317;-36511;159094;256;-348;184
224079;-15418;-37469;165247;257;-341;206
225078;-20374;-33159;170946;253;-326;222
226079;-38953;-31411;177769;241;-305;235
227078;-46878;-27724;180187;221;-277;239
228079;-45058;-24157;179038;193;-244;236
229078;-49536;-20159;181265;160;-207;228
230091;-52600;-19847;179756;120;-161;215
231075;-57796;-9720;173292;77;-108;195
232075;-63518;2274;169605;25;-51;169
233080;-58969;-1412;162087;-29;1;138
234080;-60860;6655;151624;-85;56;105
235079;-65074;15993;143676;-138;112;67
236079;-57269;15490;133117;-187;166;29
237080;-42999;17597;119518;-236;216;-12
238080;-46854;25258;107715;-282;262;-53
239079;-45944;32417;96725;-325;302;-94
240089;-23463;29472;81474;-361;334;-134
241078;-22960;34237;70221;-390;360;-170
242078;-22673;33638;63111;-416;378;-206
243078;-9816;32728;50924;-436;392;-236
244077;-454;38833;41299;-450;396;-262
245078;3663;32968;34835;-453;393;-282
246077;15035;27964;25306;-447;381;-299
247079;32369;29065;18698;-432;361;-309
248078;30980;26144;18842;-406;335;-314
249078;37684;16639;18555;-375;300;-311
250160;43622;15801;16663;-338;259;-299
251080;39145;18555;20518;-297;213;-280
252079;47093;7326;25163;-253;164;-261
253080;55066;-2801;27078;-204;111;-236
254079;54372;-4716;37445;-154;54;-207
255079;49009;-10989;48099;-99;0;-172
256078;52145;-17812;54396;-45;-53;-135
257079;50397;-21619;66894;4;-103;-97
258078;40222;-26168;80181;54;-155;-56
259078;36559;-25857;89878;99;-201;-16
260078;30430;-29161;102088;140;-242;22
261078;21045;-37876;118369;177;-277;62
262089;12330;-36846;128927;207;-306;100
263078;3926;-33255;136780;233;-328;135
264078;1149;-39336;150355;251;-340;166
265078;-1580;-46279;158831;259;-343;190
266078;-18387;-32704;163978;257;-338;210
267078;-31914;-26886;173220;247;-326;224
268079;-32680;-36487;178894;230;-306;233
269079;-39528;-28898;179756;207;-276;235
270080;-54635;-18171;181528;178;-238;230
271079;-55353;-18914;183132;145;-195;221
272092;-45657;-22313;178320;105;-149;207
273076;-60932;-9576;172981;62;-100;189
274077;-70269;1604;169222;16;-50;164
275076;-54803;-622;159669;-33;3;137
276077;-56886;8212;151289;-87;56;103
277078;-64619;14030;143508;-143;111;65
278079;-57508;17381;130675;-196;161;25
279079;-47070;20638;118752;-250;212;-16
280079;-49583;22409;107451;-297;257;-59
281079;-40964;28850;93517;-340;297;-100
282089;-23415;32800;79702;-375;335;-140
283088;-24420;35218;71323;-401;364;-177
284077;-15083;29616;60860;-421;387;-210
285078;-5674;34308;47692;-435;398;-239
286078;-3495;38187;41108;-442;401;-262
287078;4525;30358;33327;-442;395;-280
288076;18914;31459;23678;-433;381;-296
289076;28419;31938;20278;-418;360;-305
290075;31148;22984;18890;-396;332;-308
291076;43861;16089;16112;-370;300;-305
292075;45633;16328;16089;-337;262;-296
293075;43095;11899;21045;-297;215;-282
294091;48003;6727;24013;-250;166;-262
295080;48937;5195;28754;-198;114;-236
296080;52768;-5889;40246;-145;61;-206
297080;55449;-16639;47620;-90;4;-170
298075;50469;-14604;55952;-36;-54;-132
299079;44603;-20063;69599;15;-112;-93
300079;46495;-31675;79583;62;-163;-53
301079;37493;-26862;90213;106;-209;-15
302079;21332;-26264;106326;148;-248;24
303078;21930;-38594;120284;181;-282;62
304079;18818;-39480;128975;210;-306;100
305091;-885;-33111;140348;235;-325;134
306080;-7924;-38019;152750;253;-334;164
307075;-1723;-45298;157346;265;-337;190
308080;-16543;-34859;165080;267;-332;212
309080;-34213;-31196;175638;262;-320;225
310079;-32537;-33351;178966;247;-300;235
311079;-37158;-25785;180881;221;-271;236
312079;-54946;-21547;183276;190;-236;232
313079;-59759;-18124;182414;152;-195;222
314078;-53989;-15729;177338;109;-148;207
315090;-59998;-10199;173747;65;-96;189
316079;-62273;-4381;168551;16;-39;163
317075;-58969;3064;158448;-35;18;131
318079;-60238;11683;151385;-87;73;97
319079;-57867;10773;141305;-138;125;61
320078;-57365;19225;127826;-189;175;22
321079;-54420;24684;118105;-239;224;-18
322078;-46782;22122;106158;-286;268;-59
323078;-33351;28083;91602;-332;306;-100
324078;-29783;34620;79774;-370;340;-140
325078;-27437;35673;69862;-403;366;-180
326089;-7182;31196;56574;-428;387;-216
327077;-3567;36487;45681;-444;399;-245
328078;-3854;35338;40845;-451;404;-270
329077;8116;30454;31842;-450;399;-288
330077;18722;35003;23726;-439;387;-300
331076;24564;29879;21284;-422;367;-308
332077;33997;19776;16591;-398;338;-311
333076;47333;19225;14197;-369;302;-308
334077;45034;17717;17549;-332;259;-299
335077;47884;7829;21212;-290;210;-283
336088;51547;5626;23726;-245;161;-261
337078;45106;7374;31244;-196;108;-235
338079;51834;-5171;40701;-148;53;-204
339079;58442;-17166;46591;-96;-4;-170
340075;49943;-15658;58562;-39;-61;-132
341080;40414;-20398;72185;13;-116;-91
342076;44867;-30047;79942;65;-164;-50
343075;40677;-30933;93086;111;-209;-7
344076;23415;-31387;109247;151;-250;32
345076;20326;-33542;119566;187;-288;73
346089;17717;-36942;129502;215;-319;111
347077;119;-39911;143819;238;-340;146
348077;-11133;-37660;153468;251;-351;175
349078;-11827;-35601;158448;256;-352;199
350078;-15298;-37684;168958;254;-345;219
351079;-25091;-40366;176332;247;-328;233
352078;-38211;-27964;178200;230;-305;244
353077;-44603;-21547;182150;207;-273;247
354076;-48554;-27844;183946;180;-233;242
355076;-57484;-17741;180690;146;-190;232
356075;-65505;-7493;177601;105;-143;215
357076;-60214;-9457;175111;56;-91;193
358090;-52840;-8547;167163;3;-39;166
359078;-64691;5051;157969;-51;15;134
360079;-67109;14820;150523;-106;71;97
361078;-50924;11252;137331;-161;128;59
362078;-52337;19416;126389;-215;180;18
363077;-56527;24684;117914;-265;232;-25
364079;-44699;24779;103597;-311;277;-68
365078;-32465;29831;90285;-352;317;-109
366079;-33877;30741;79224;-386;349;-149
367078;-25210;33686;66151;-412;372;-187
368088;-3567;35075;53103;-430;390;-219
369077;-2729;35673;46064;-445;398;-248
370078;2178;30430;38762;-453;398;-273
371077;13168;31914;28586;-453;390;-293
372077;15011;36463;24803;-445;375;-305
373076;22481;26216;20853;-428;354;-311
374077;36535;20997;14053;-403;325;-312
375076;45944;21284;15107;-369;291;-306
376076;45034;13551;18531;-328;250;-296
377076;52480;6009;20087;-283;203;-277
378088;56239;3232;24301;-233;151;-254
379077;49033;790;32561;-180;93;-225
380077;51116;-4237;39312;-125;36;-193
381076;51403;-9313;47022;-70;-21;-158
382076;48626;-18387;62153;-21;-77;-120
383075;45896;-25234;72783;27;-131;-80
384076;38953;-23271;81953;73;-181;-38
385075;35984;-31699;97348;116;-225;3
386075;33470;-41276;108816;155;-264;42
387080;19656;-31435;118680;187;-294;82
388088;4620;-30238;132734;216;-319;120
389077;4189;-43957;145687;242;-335;155
390077;-2106;-40007;153228;257;-345;184
391077;-23415;-28491;161752;265;-349;209
392077;-24612;-36391;171975;264;-341;228
393076;-18674;-43718;174633;253;-326;244
394076;-38139;-27485;177649;235;-303;250
395075;-53582;-20590;183395;209;-273;250
396076;-46423;-26216;182533;175;-233;242
397075;-50996;-16400;180379;135;-186;230
398090;-67731;-7948;179325;91;-135;212
399075;-64691;-7302;173962;47;-82;187
400075;-57796;-3519;165343;-1;-25;158
401076;-64619;3256;157538;-50;33;125
402075;-62273;9385;147985;-103;91;88
403077;-51738;14748;135080;-155;143;50
404076;-53678;22433;126677;-207;190;9
405077;-50637;21452;115927;-256;236;-35
406077;-42712;27030;100556;-300;280;-79
407078;-39576;32656;90405;-345;322;-122
408078;-32154;27916;78434;-381;355;-161
409091;-17932;32992;63637;-413;383;-198
410075;-8906;37301;53438;-436;401;-232
411076;-5434;33877;45394;-448;410;-262
412075;10558;29568;34883;-451;412;-285
413077;16855;32872;26743;-447;406;-303
414076;16615;30885;24732;-435;389;-315
415077;26719;24109;19081;-415;363;-320
416077;34213;27006;14628;-389;329;-319
417079;41635;19943;17118;-358;293;-312
418077;49679;7517;16879;-320;250;-300
419092;56383;8116;19225;-279;201;-283
420075;53773;5458;26048;-233;151;-257
421075;54085;-5339;32441;-183;94;-227
422080;54587;-7469;39193;-129;38;-192
423075;43885;-4740;50733;-71;-18;-154
424079;48793;-18195;63805;-15;-73;-114
425080;52385;-28347;72520;39;-125;-74
426079;36607;-22960;85137;90;-177;-32
427075;27437;-28802;99503;134;-224;9
428079;31962;-38738;108074;174;-264;51
429079;22984;-34596;120548;206;-297;90
430089;2442;-33566;136637;230;-323;125
431077;2059;-39025;146046;248;-341;157
432078;-885;-37660;154186;259;-349;184
433077;-23008;-34883;165391;265;-348;209
434077;-30478;-35721;172502;264;-335;228
435076;-28802;-33997;175016;254;-315;239
436076;-36104;-30095;181145;238;-293;245
437076;-44867;-30669;184497;212;-261;245
438077;-51307;-21715;181767;180;-222;238
439076;-57556;-11085;181288;138;-175;225
440164;-60309;-14125;179110;93;-125;207
441078;-63709;-7302;171688;42;-73;183
442078;-69599;3375;165511;-10;-18;152
443078;-62847;2896;158280;-65;38;117
444077;-52600;5267;146549;-122;96;79
445077;-58634;16280;134937;-175;154;38
446076;-59088;23822;125480;-228;209;-6
447078;-41395;20374;111330;-276;256;-48
448077;-40749;28060;98425;-319;297;-90
449077;-41922;31148;90357;-357;334;-131
450076;-27269;28850;76183;-389;364;-170
451092;-16615;36272;63087;-419;386;-206
452075;-14604;35027;53845;-439;401;-236
453075;-3974;32585;42185;-451;406;-264
454080;16376;33399;31148;-457;406;-286
455080;16160;33135;26815;-456;396;-303
456079;19871;26024;23774;-447;380;-314
457080;31387;24516;16783;-425;354;-319
458079;31244;29855;15729;-398;322;-317
459079;39073;18483;16639;-361;285;-309
460078;51451;8738;14173;-320;242;-294
461091;56455;9624;19369;-274;193;-274
462080;51499;3256;27605;-225;138;-250
463075;55976;-5315;32752;-174;80;-219
464079;58921;-9193;41347;-119;21;-184
465075;46926;-9792;53366;-65;-36;-146
466080;47644;-14460;62201;-13;-93;-106
467076;47189;-22098;72209;38;-146;-65
468076;37301;-28586;88609;87;-193;-24
469077;29065;-31411;100891;131;-236;18
470077;24277;-30909;109893;172;-273;58
471161;21475;-36918;124809;206;-305;97
472076;12545;-43382;136972;235;-329;134
473076;-263;-33877;145232;256;-348;164
474076;-12210;-30789;156892;270;-355;192
475076;-18028;-41467;167115;274;-355;213
476077;-26144;-36750;171975;267;-345;228
477078;-40845;-26144;176596;253;-326;239
478079;-39647;-31004;183826;232;-300;245
479078;-36343;-36367;183587;204;-267;244
480079;-55018;-19393;181288;174;-227;235
481079;-66008;-9193;182869;134;-177;222
482091;-55138;-16615;177506;91;-125;204
483079;-59184;-6679;170586;42;-73;180
484079;-72496;4501;165606;-6;-19;151
485077;-64092;4525;157083;-58;36;116
486077;-53199;7302;145878;-112;94;74
487076;-61507;14748;134602;-169;151;33
488077;-57484;21763;122942;-225;203;-9
489076;-38091;23175;107786;-277;250;-53
490076;-40078;29640;98305;-323;293;-96
491075;-37038;28969;88441;-364;332;-137
492180;-24923;31842;73118;-398;364;-175
493078;-19895;37900;63206;-424;387;-212
494078;-14317;32058;52768;-442;403;-245
495078;23;33327;39336;-453;407;-271
496077;14556;36703;30813;-454;406;-293
497078;15466;32082;27054;-450;395;-309
498077;27533;24229;20997;-438;377;-320
499077;35098;25210;15634;-418;351;-323
500077;31938;26168;16424;-390;317;-320
501077;40031;17645;15658;-357;279;-311
502076;48219;14341;14628;-317;235;-299
503090;53534;8619;22146;-271;186;-279
504078;54994;-1699;27916;-218;132;-251
505078;57389;-3639;32872;-161;77;-219
506077;56551;-8547;43478;-105;22;-183
507079;52911;-16974;53151;-47;-35;-145
508078;48386;-16352;61914;9;-93;-103
509079;38211;-17788;75417;59;-149;-61
510078;38259;-31196;90931;103;-201;-16
511078;35865;-35146;101729;143;-245;25
512078;19393;-28371;113221;180;-283;67
513090;13359;-36128;128089;210;-312;105
514080;16663;-46902;136684;236;-335;140
515079;191;-35027;145806;254;-349;170
516080;-18866;-30550;159812;265;-352;199
517080;-15275;-41371;167761;268;-348;221
518075;-21523;-35984;172478;264;-337;239
519079;-44675;-26144;179182;253;-319;251
520080;-46543;-29424;184114;232;-290;256
521079;-39217;-32249;182318;203;-256;253
522079;-54204;-19800;181863;163;-216;244
523078;-63997;-13670;182533;117;-172;227
524091;-56431;-13215;176356;74;-122;204
525080;-60621;-2298;171017;27;-65;174
526080;-67660;1508;165391;-22;-6;140
527080;-64739;5889;154856;-74;56;105
528075;-61052;12904;144514;-125;114;65
529079;-59184;14341;134218;-175;169;24
530075;-48291;18195;121050;-225;218;-18
531080;-41730;25689;107810;-274;265;-62
532076;-43287;31507;98114;-322;306;-105
533075;-28874;26695;84299;-364;345;-148
534090;-22792;32441;69982;-399;372;-187
535080;-22170;36583;62656;-428;392;-222
536075;-10630;31723;51331;-447;406;-253
537076;3112;36320;38642;-456;412;-279
538077;9744;35865;32178;-457;412;-302
539076;16065;29424;25067;-451;403;-315
540077;33566;26168;17549;-438;383;-323
541077;35601;26096;15442;-415;352;-325
542078;35960;19560;16687;-384;317;-319
