Timestamp;scop_accx;scop_accy;scop_accz;scop_gyrox;scop_gyroy;scop_gyroz
1854089;22290;-35697;120787;201;-293;82
1855078;2657;-34811;137091;230;-319;119
1856079;2489;-40054;146620;251;-337;151
1857079;-694;-38881;154138;262;-345;178
1858080;-23056;-35577;164816;264;-345;201
1859080;-30454;-36128;171903;257;-332;218
1860079;-27030;-35314;174226;247;-314;230
1861078;-35170;-30454;180115;225;-290;236
1862077;-45513;-29999;183084;198;-257;236
1863076;-48961;-22170;180762;169;-218;230
1864129;-54707;-11492;180427;132;-172;219
1865076;-60405;-13287;177410;88;-122;203
1866075;-62919;-6943;170275;42;-71;180
1867076;-66941;3567;164385;-7;-18;152
1868075;-61147;3782;157227;-59;36;119
1869075;-51499;6248;145567;-114;93;80
1870075;-56982;17597;133716;-169;148;41
1871075;-57819;25306;124402;-224;196;1
1872079;-40438;20805;110229;-274;244;-39
1873080;-39240;28682;96677;-320;286;-80
1874079;-41826;33183;88944;-361;323;-120
1875128;-27676;29927;75680;-393;355;-158
1876075;-15394;36415;62752;-418;380;-193
1877075;-13934;36224;53462;-435;396;-224
1878075;-4596;33686;42688;-445;401;-250
1879080;15658;33686;31794;-448;396;-273
1880080;15969;33854;26743;-444;386;-291
1881079;19393;27126;24349;-433;367;-303
1882079;29568;25258;18148;-413;343;-308
1883079;29352;30430;17094;-387;312;-305
1884079;38450;18483;18483;-352;277;-297
1885078;50661;7805;16184;-314;233;-283
1886090;54611;9935;20997;-270;183;-265
1887079;49392;3974;29352;-221;128;-242
1888079;54156;-6177;34548;-167;73;-213
1889079;56958;-9552;42497;-112;19;-180
1890079;44196;-9217;54468;-58;-36;-143
1891078;46064;-16208;64236;-6;-94;-105
1892078;46998;-25019;73478;42;-148;-65
1893077;35362;-29041;89830;88;-198;-24
1894078;26479;-31794;102256;129;-241;15
1895077;24253;-32704;110372;167;-279;54
1896093;22074;-38163;125240;199;-308;90
1897077;11252;-44077;137451;227;-328;122
1898077;-502;-35458;144897;247;-340;151
1899076;-10749;-32393;156245;257;-346;178
1900076;-18267;-42521;166804;264;-343;201
1901075;-26360;-38043;171376;261;-334;218
1902076;-39049;-26886;175734;248;-315;228
1903080;-38163;-30693;182246;225;-290;235
1904075;-35051;-36224;182366;196;-257;233
1905079;-52002;-20159;180211;161;-218;225
1906092;-63254;-9074;181121;119;-172;215
1907077;-54061;-15801;176237;74;-122;195
1908077;-58011;-6200;169461;29;-67;170
1909077;-70269;5003;164314;-19;-7;141
1910078;-61147;4477;155575;-71;51;109
1911078;-50589;7565;144322;-125;106;73
1912079;-59878;16328;133500;-177;158;33
1913079;-56742;23487;121960;-227;209;-6
1914079;-36607;23774;106781;-274;257;-47
1915079;-39145;30550;96725;-320;300;-87
1916075;-38355;30550;87579;-360;335;-126
1917088;-25043;32393;72759;-393;364;-163
1918077;-18746;38618;62464;-422;387;-198
1919078;-14891;33135;52816;-442;401;-230
1920078;-1484;33758;40031;-453;406;-256
1921079;14891;36894;31076;-453;406;-276
1922079;15083;32896;27676;-442;395;-291
1923079;24995;25067;22625;-427;378;-302
1924079;32800;26048;17166;-407;352;-306
1925079;29185;27916;18148;-378;317;-306
1926078;37900;17429;17286;-346;277;-299
1927089;47477;13024;15753;-306;230;-286
1928077;51618;9600;23056;-262;180;-270
1929078;51259;-502;29448;-213;128;-247
1930077;54922;-4644;34189;-163;74;-218
1931077;55138;-9648;44149;-111;18;-183
1932076;48745;-16424;54946;-58;-41;-148
1933077;45346;-15945;63925;-3;-93;-111
1934076;38570;-18746;76015;50;-141;-71
1935076;37301;-32369;91841;100;-189;-30
1936075;32944;-36056;102280;143;-233;10
1937090;18459;-29640;112599;180;-274;51
1938075;14628;-37493;127922;209;-305;88
1939079;16855;-47668;136948;232;-328;123
1940080;550;-35003;145184;248;-341;154
1941079;-18076;-31052;159094;257;-346;180
1942080;-15562;-42784;167306;259;-341;201
1943079;-20925;-38019;171185;253;-326;219
1944079;-42449;-27126;177506;239;-305;230
1945078;-44364;-29233;182869;218;-279;236
1946079;-35984;-33710;181073;190;-245;233
1947078;-50852;-21164;180235;160;-204;227
1948091;-62967;-12593;180858;122;-158;213
1949075;-53869;-13239;174465;76;-108;195
1950075;-57269;-3136;169270;24;-54;170
1951079;-67205;2466;163547;-30;0;141
1952080;-62488;5937;153228;-85;54;106
1953079;-56814;11779;143101;-140;111;68
1954079;-58777;14963;132830;-193;166;30
1955079;-49416;19847;119901;-244;219;-10
1956079;-39169;25905;106661;-288;267;-50
1957079;-41970;32896;97108;-329;305;-88
1958079;-31316;29400;84491;-367;337;-126
1959088;-22960;33710;70174;-398;361;-163
1960077;-21523;37780;62225;-422;381;-195
1961077;-12761;32393;51379;-439;393;-224
1962077;1316;36583;38881;-451;398;-250
1963077;9552;37493;32489;-456;396;-271
1964076;14245;30789;26384;-450;386;-286
1965076;30909;26360;18938;-438;367;-297
1966075;32968;27461;16232;-415;340;-303
1967076;31938;22146;18195;-386;308;-300
1968075;40102;16759;16950;-348;271;-291
1969075;42353;18579;17980;-305;227;-277
1970092;48913;7589;25091;-259;178;-257
1971075;55665;-5530;28610;-209;122;-233
1972076;55713;-4141;35075;-157;62;-203
1973076;49392;-8595;46806;-103;3;-169
1974077;51906;-20278;55210;-51;-54;-132
1975076;48171;-19345;64811;-3;-106;-94
1976077;33135;-18100;79535;47;-157;-56
1977078;37134;-30789;92655;93;-203;-16
1978079;36942;-37086;102064;132;-245;22
1979079;16639;-31794;115783;169;-282;61
1980119;7661;-35553;129286;199;-312;99
1981077;14484;-43885;135775;228;-332;132
1982076;3687;-38522;147315;248;-343;163
1983077;-15298;-37110;160626;257;-348;189
1984077;-16831;-37780;166444;259;-345;210
1985078;-22026;-32872;171999;250;-332;225
1986078;-39647;-31794;179277;235;-311;236
1987079;-47070;-28491;181959;212;-280;241
1988079;-45801;-24684;180403;183;-245;239
1989075;-50278;-21116;181815;148;-201;232
1990080;-53079;-20973;179852;105;-151;215
1991089;-58226;-10127;173435;62;-102;195
1992079;-63925;2489;169796;18;-50;170
1993077;-59232;-1364;161728;-30;4;140
1994077;-60597;6703;150738;-80;61;108
1995076;-64499;16017;142790;-137;117;70
1996076;-56790;15418;132303;-190;169;30
1997076;-41994;18052;118632;-242;219;-10
1998076;-45178;26360;106757;-290;264;-53
1999076;-44915;33231;95792;-334;302;-94
2000076;-23056;29759;80181;-372;338;-134
2001075;-21643;34883;68737;-403;369;-172
2002089;-21308;34763;61938;-425;392;-206
2003077;-9289;33590;49655;-441;404;-235
2004078;694;39767;39671;-448;404;-257
2005077;5506;34787;33590;-445;398;-276
2006077;16400;28898;24349;-436;384;-288
2007077;33303;29089;17932;-422;364;-297
2008077;30933;26815;17956;-401;335;-300
2009076;37014;16927;18100;-374;302;-299
2010077;44053;15562;16687;-338;264;-291
2011076;39624;19033;20207;-299;218;-277
2012091;47572;7445;25378;-251;167;-259
2013075;56263;-3591;27748;-199;112;-233
2014075;54779;-4237;37349;-146;56;-203
2015079;47716;-9888;48314;-91;0;-167
2016080;51547;-18650;55306;-38;-59;-129
2017080;50350;-22026;67420;15;-114;-91
2018075;38139;-24708;81354;64;-167;-53
2019079;35386;-26647;91530;108;-215;-13
2020080;30573;-30909;102902;148;-256;24
2021079;18650;-37636;119087;181;-290;64
2022089;9696;-37349;129765;207;-314;103
2023078;5027;-35577;137379;230;-334;138
2024078;1532;-40318;151289;247;-346;166
2025077;-4453;-46543;160315;257;-349;190
2026078;-19871;-33566;165056;259;-343;212
2027078;-31651;-27246;173986;253;-328;227
2028078;-33135;-36918;180331;241;-308;236
2029078;-41635;-28826;180714;218;-280;239
2030078;-55401;-17908;181384;186;-245;238
2031077;-53414;-19823;183515;146;-201;228
2032114;-45202;-23271;178607;105;-154;213
2033077;-61459;-8690;172358;62;-100;192
2034076;-69431;2873;169030;13;-44;166
2035079;-54061;-861;159118;-36;13;137
2036078;-56814;8523;150164;-90;71;102
2037079;-64188;15203;142431;-140;129;62
2038079;-56551;17812;130364;-189;181;22
2039075;-44867;21116;117746;-238;228;-18
2040080;-48123;23271;106015;-282;273;-59
2041075;-41084;30214;92607;-326;312;-99
2042075;-22481;33854;78434;-364;348;-137
2043089;-23415;36487;69719;-399;375;-174
2044078;-14748;30980;59783;-428;398;-207
2045079;-5099;34979;46806;-445;410;-239
2046079;-2968;39935;40198;-456;413;-265
2047075;4501;32202;32728;-453;410;-283
2048075;19369;31387;22673;-442;396;-296
2049076;30071;31555;19536;-425;378;-303
2050075;31316;23726;18459;-399;348;-305
2051077;43239;16496;16112;-370;311;-300
2052076;45585;16328;15921;-335;265;-290
2053088;42401;12569;20853;-293;216;-274
2054078;47357;7062;24349;-248;167;-254
2055079;48913;4812;28921;-199;114;-230
2056077;52935;-5626;40581;-149;58;-203
2057077;54707;-16136;48530;-96;0;-169
2058076;49200;-15083;56574;-41;-56;-132
2059076;44077;-21212;70245;13;-109;-93
2060075;46184;-32369;80157;67;-160;-53
2061075;36703;-27222;91075;114;-204;-12
2062080;20422;-26623;107116;157;-247;27
2063092;21595;-39456;120931;190;-285;64
2064075;18818;-40821;129933;218;-314;100
2065075;-1316;-33877;140970;239;-334;135
2066079;-8858;-38115;153635;253;-345;164
2067075;-2777;-45681;158783;257;-346;190
2068080;-16855;-36367;165774;256;-340;210
2069080;-33997;-32369;176165;247;-323;225
2070079;-33327;-33303;179277;232;-299;235
2071079;-38043;-26001;180498;209;-268;236
2072079;-53845;-22242;182988;181;-232;233
2073079;-58729;-18507;182294;148;-189;224
2074090;-54803;-15275;177218;108;-141;207
2075079;-59855;-9983;173435;61;-90;186
2076079;-60740;-5003;167713;7;-35;160
2077079;-58993;3471;157682;-47;19;129
2078079;-60501;12952;150691;-102;74;94
2079078;-56191;11779;139821;-157;128;58
2080078;-55713;19895;126509;-207;181;16
2081077;-54276;24875;116813;-256;233;-24
2082078;-45561;22146;105009;-302;280;-64
2083077;-31890;28299;90572;-343;319;-103
2084089;-30214;34955;79152;-380;348;-140
2085078;-26647;35817;68737;-409;370;-175
2086078;-5363;31579;55042;-430;387;-207
2087078;-2968;36511;44915;-445;395;-236
2088079;-3447;35529;40246;-453;396;-262
2089078;8954;31507;30693;-454;392;-283
2090078;18674;35697;22792;-448;377;-297
2091077;23654;30095;20973;-432;354;-306
2092077;33854;20494;16304;-407;325;-308
2093076;47381;19800;14556;-374;291;-303
2094089;44508;17262;18076;-334;253;-291
2095078;47907;7278;21164;-290;206;-274
2096078;52097;4860;24229;-241;154;-254
2097078;44747;7110;32249;-189;97;-228
2098078;51020;-4932;41012;-135;42;-198
2099078;57365;-16903;47093;-80;-16;-163
2100078;48434;-15993;59950;-30;-74;-125
2101077;39576;-20805;73238;19;-129;-85
2102077;43478;-29496;80876;67;-178;-45
2103077;39863;-31794;93924;111;-222;-6
2104090;24037;-33518;109103;154;-262;35
2105080;19345;-33518;119757;187;-293;73
2106080;15322;-36607;130172;218;-317;109
2107076;-215;-41587;144394;244;-335;143
2108076;-10462;-38690;154186;261;-345;172
2109077;-13934;-34835;159262;268;-346;198
2110077;-16663;-38139;169581;265;-341;216
2111078;-23391;-42784;176093;254;-328;228
2112078;-38163;-28395;177865;235;-305;235
2113079;-46806;-20015;182102;204;-273;233
2114089;-47596;-27964;183060;172;-232;228
2115079;-54970;-18626;180379;137;-186;219
2116079;-65840;-6847;178080;97;-138;204
2117076;-59663;-8954;174968;54;-87;181
2118076;-50685;-8978;166540;7;-30;154
2119077;-64260;4908;156963;-41;25;123
2120076;-67013;14652;149422;-94;82;88
2121077;-50374;11827;136277;-148;135;50
2122075;-52121;20925;125527;-199;183;10
2123075;-55449;25019;117268;-251;232;-30
2124105;-43454;25067;102926;-299;276;-73
2125079;-33159;31244;89998;-345;315;-114
2126078;-34931;31124;78936;-383;349;-154
2127079;-24253;33854;65218;-410;377;-189
2128078;-2801;36559;52433;-433;393;-222
2129078;-3136;36511;45633;-445;401;-250
2130077;2011;30933;38881;-450;403;-273
2131078;13192;32656;28682;-445;395;-290
2132076;15298;36535;24684;-436;380;-302
2133077;22697;26910;21021;-419;357;-308
2134092;35601;22673;14030;-395;326;-308
2135089;45465;21763;15538;-364;291;-303
2136078;45513;12808;19345;-328;248;-293
2137079;52073;6200;20829;-286;199;-276
2138078;55330;3926;25306;-238;146;-254
2139078;48722;263;33470;-186;93;-228
2140077;50541;-4884;40198;-132;39;-198
2141078;49512;-9313;48745;-79;-15;-161
2142077;47764;-19345;63470;-24;-71;-123
2143077;45777;-26001;73693;29;-128;-82
2144076;37684;-23678;83126;80;-178;-42
2145077;35051;-32656;98066;125;-222;-3
2146090;32656;-42114;109031;163;-262;36
2147079;19129;-32202;119063;195;-296;76
2148080;4141;-31100;133788;221;-320;112
2149079;3327;-45418;146357;241;-337;146
2150079;-2346;-41587;153875;254;-345;174
2151079;-23391;-30095;162638;262;-345;193
2152079;-24516;-37445;172334;261;-334;213
2153078;-18866;-43813;174393;253;-317;228
2154078;-37852;-28538;177051;235;-293;238
2155077;-52792;-21978;182964;210;-262;239
2156078;-45777;-26575;182294;180;-224;236
2157090;-49727;-17262;180331;141;-181;227
2158079;-66127;-9050;178870;97;-132;210
2159079;-64332;-7326;173483;47;-79;187
2160078;-57580;-3040;165104;-7;-24;158
2161078;-62967;3711;156868;-64;30;125
2162077;-61602;10103;147411;-117;85;88
2163078;-52624;15538;134482;-169;140;50
2164077;-52983;22697;126078;-218;193;10
2165077;-48865;21930;114682;-264;245;-30
2166076;-42401;28083;99191;-308;290;-73
2167226;-39839;33662;89327;-351;328;-114
2168077;-31483;28634;77452;-384;357;-154
2169076;-17190;33758;63230;-412;377;-190
2170077;-9289;38546;53175;-432;390;-221
2171077;-5267;35434;45106;-445;396;-247
2172078;11204;30861;34524;-453;399;-270
2173078;16400;33614;26312;-451;393;-288
2174079;15490;31459;24540;-442;377;-300
2175078;25282;25665;19201;-424;352;-306
2176079;32561;28754;15203;-396;320;-306
2177075;40390;20183;17884;-361;283;-302
2178091;48913;7254;17357;-319;239;-291
2179080;54803;8212;19800;-274;190;-274
2180075;52049;4884;27365;-227;137;-250
2181075;53773;-6033;34021;-175;79;-222
2182076;54156;-7613;40390;-123;21;-189
2183076;42616;-5219;52217;-70;-36;-154
2184076;47812;-18866;64451;-21;-88;-119
2185076;51762;-29640;72711;25;-138;-80
2186077;36152;-24923;86358;74;-187;-39
2187077;26862;-29975;100508;119;-230;1
2188088;30861;-39145;108672;160;-268;41
2189076;23367;-36535;121290;193;-297;79
2190076;4261;-36248;136804;224;-322;116
2191075;2274;-39097;146357;248;-337;149
2192076;-1819;-38067;154426;262;-346;178
2193075;-22457;-37086;165511;267;-348;201
2194075;-30023;-36391;171999;259;-338;219
2195080;-29065;-33375;174202;245;-320;232
2196075;-34931;-30597;180762;224;-294;238
2197075;-42784;-31986;183467;196;-259;236
2198092;-50326;-21835;180642;167;-218;232
2199076;-57484;-11324;180690;128;-170;221
2200075;-59017;-14676;177889;85;-120;203
2201076;-62081;-6991;170922;41;-70;180
2202080;-69072;4141;165008;-6;-16;151
2203075;-61746;3447;157203;-54;36;119
2204079;-50828;5817;145830;-108;94;82
2205080;-58873;17405;134314;-163;149;44
2206079;-58849;24827;124474;-219;201;4
2207075;-39193;21021;109534;-270;248;-38
2208108;-39624;28969;97467;-315;290;-80
2209076;-41778;32273;89231;-357;328;-122
2210075;-26982;30406;75537;-390;361;-160
2211075;-16615;37445;63350;-418;386;-195
2212080;-15179;34979;53582;-438;401;-228
2213080;-4046;33016;42066;-447;407;-256
2214079;15825;35242;31507;-447;406;-277
2215079;15849;34428;27246;-441;395;-294
2216079;21523;26360;23726;-428;378;-306
2217079;31196;25378;17453;-409;352;-312
2218079;29257;30286;17286;-383;319;-311
2219093;38259;18626;17477;-351;282;-305
2220076;49919;9816;15083;-312;236;-293
2221076;54037;9935;20829;-268;187;-276
2222075;50254;2418;28921;-221;135;-251
2223075;55473;-5841;34189;-167;80;-222
2224080;58370;-10414;42784;-112;25;-189
2225080;46950;-12330;54468;-56;-32;-152
2226079;46255;-15777;63182;-3;-87;-114
2227080;44053;-22457;73813;48;-140;-73
2228079;36846;-30909;90572;99;-190;-30
2229093;29975;-32896;101921;143;-236;10
2230076;22146;-29783;110540;181;-276;50
2231076;19967;-37828;125863;210;-306;88
2232075;14820;-46710;136708;233;-328;123
2233076;-71;-35242;144561;250;-343;154
2234075;-14030;-31244;157107;259;-351;180
2235076;-16041;-43335;166804;262;-346;203
2236076;-23798;-37373;171089;257;-332;221
2237078;-41611;-25546;176380;245;-312;233
2238078;-40031;-30717;183060;225;-286;239
2239092;-40031;-30717;183060;225;-286;239
2240076;-34524;-36008;182079;198;-253;238
2241077;-52911;-20111;180427;166;-213;230
2242076;-64332;-10366;181504;125;-169;218
2243104;-53869;-15538;175734;79;-119;199
2244078;-57724;-5219;169844;27;-65;174
2245078;-70102;4357;164888;-24;-10;143
2246079;-53725;9050;144633;-129;103;73
2247079;-53725;9050;144633;-129;103;73
2248080;-60070;15275;133692;-181;160;33
2249097;-54755;22074;121936;-232;212;-7
2250090;-38067;25187;107116;-277;261;-47
2251079;-40653;31364;97611;-320;303;-87
2252080;-35865;29592;86933;-360;338;-126
2253078;-24492;32824;71778;-395;366;-166
2254078;-20398;38522;62273;-427;386;-203
2255077;-14125;32752;52121;-448;398;-236
2256077;-47;34811;39336;-461;404;-264
2257077;12354;37636;31651;-464;404;-286
2258077;14604;32417;26958;-459;395;-300
2259077;28610;25378;20494;-445;378;-309
2260092;34021;26431;16136;-424;351;-312
2261075;30789;25354;17310;-393;315;-311
2262075;39312;17405;16615;-355;276;-302
2263079;45944;16184;16472;-309;230;-288
2264080;51235;8810;23654;-265;183;-268
2265079;54803;-3543;28419;-218;129;-244
2266079;56503;-4501;33973;-167;74;-215
2267080;53199;-8954;45130;-114;16;-181
2268080;52313;-19105;54372;-61;-42;-145
2269079;48386;-18028;63254;-7;-96;-105
2270091;35841;-17477;77859;45;-148;-65
2271080;37541;-31459;92176;94;-195;-24
2272075;36703;-37469;101490;138;-238;15
2273079;18124;-30382;114155;180;-274;54
2274080;10606;-36008;128401;213;-305;93
2275079;17070;-46351;135679;241;-326;128
2276079;2729;-37277;145974;259;-341;160
2277079;-17429;-33997;159980;265;-346;186
2278080;-15466;-40174;167139;264;-345;209
2279079;-20781;-35266;171760;256;-334;224
2280090;-41778;-29376;178990;242;-314;235
2281080;-47524;-28610;182677;219;-285;241
2282080;-42305;-28562;180666;192;-250;241
2283080;-50493;-21691;181672;160;-210;235
2284079;-57676;-18483;181001;122;-161;221
2285079;-57317;-11540;174202;79;-109;203
2286078;-61961;646;170323;32;-56;178
2287080;-62943;95;163763;-18;-3;149
2288079;-62728;6560;152127;-71;50;116
2289080;-63637;14580;143652;-126;108;76
2290079;-58370;14772;133309;-181;163;36
2291089;-44747;18052;119734;-236;213;-3
2292078;-44388;26336;107475;-285;261;-44
2293078;-45154;33423;96797;-328;302;-87
2294077;-25665;29209;81522;-366;337;-129
2295078;-22433;34620;69024;-396;366;-167
2296077;-22649;36080;62273;-419;389;-203
2297079;-10462;32896;50469;-435;403;-233
2298078;1675;38738;39336;-445;406;-261
2299078;6200;35769;33279;-448;399;-282
2300078;15466;29616;25043;-445;386;-299
2301095;33925;28251;17836;-433;367;-309
2302090;32393;27269;16903;-410;341;-312
2303079;35506;18818;17477;-381;306;-311
2304075;43071;16567;15969;-345;268;-302
2305075;40845;19632;19105;-305;222;-288
2306076;48817;7326;24492;-259;174;-267
2307076;57532;-4333;26264;-206;122;-242
2308076;56120;-3663;35673;-151;65;-213
2309076;48051;-8714;47500;-94;9;-178
2310077;52504;-19033;54563;-39;-48;-140
2311077;51523;-21954;65864;15;-105;-99
2312078;37205;-22912;81067;65;-160;-58
2313088;36463;-27150;91626;109;-209;-16
2314077;33447;-33183;102471;151;-251;24
2315078;18674;-37086;118297;184;-286;64
2316078;8882;-36846;129239;212;-312;99
2317080;7182;-37588;136469;236;-331;134
2318079;2801;-40533;150236;253;-341;164
2319079;-6368;-44723;160243;264;-346;190
2320078;-19512;-34548;165367;268;-343;213
2321077;-30262;-28898;173914;265;-331;228
2322077;-35338;-36128;180450;251;-309;238
2323087;-43502;-28538;181384;225;-277;241
2324093;-54755;-19297;182031;193;-241;236
2325076;-53821;-20877;184377;155;-198;227
2326076;-46615;-24013;179900;112;-152;212
2327076;-61818;-8643;173866;67;-99;190
2328076;-70174;3830;170251;15;-42;166
2329075;-55162;-1149;160196;-36;15;137
2330075;-57772;7685;150715;-88;73;102
2331080;-66175;15466;143508;-141;129;64
2332075;-57843;17453;131298;-192;180;22
2333079;-44340;20350;118728;-241;230;-18
2334090;-48578;23774;106829;-285;277;-59
2335079;-42784;30645;93565;-328;317;-100
2336079;-22026;32872;78841;-366;351;-141
2337078;-22792;35625;69671;-401;375;-178
2338078;-16304;31100;60429;-428;393;-213
2339078;-5913;34859;47189;-445;404;-244
2340078;-2346;39887;39887;-457;410;-268
2341077;4764;32297;32776;-459;407;-290
2342078;19081;31794;22337;-451;393;-306
2343077;30430;32369;18674;-433;372;-315
2344092;31794;24277;18171;-407;343;-317
2345076;43335;16376;15586;-375;308;-312
2346076;46615;16639;15610;-338;267;-302
2347076;42999;13790;20398;-297;219;-286
2348076;48267;7445;23535;-253;169;-265
2349075;51403;3663;27748;-206;111;-238
2350075;53845;-5482;39312;-154;53;-206
2351080;54492;-14484;47429;-99;-6;-170
2352075;51235;-14963;55665;-45;-61;-134
2353079;46351;-21811;69575;6;-112;-96
2354209;45968;-31890;79798;58;-161;-54
2355075;36655;-26575;90213;103;-204;-13
2356079;21164;-26910;106158;146;-247;27
2357075;21571;-39671;120452;184;-286;67
2358080;18674;-40701;129598;213;-319;106
2359075;-1221;-34069;140467;238;-341;141
2360079;-7685;-39121;153755;253;-352;172
2361080;-1364;-46782;158759;259;-352;198
2362079;-18171;-35290;165511;256;-346;216
2363079;-36343;-31004;176356;244;-332;232
2364078;-33806;-34500;179780;225;-311;241
2365088;-37972;-26839;181241;204;-277;244
2366077;-55713;-21308;183659;178;-236;241
2367079;-60070;-18148;182893;146;-190;232
2368078;-53941;-16112;178176;106;-140;216
2369079;-60788;-10007;174321;61;-90;195
2370079;-62967;-4022;168671;12;-38;169
2371075;-58969;3160;158687;-38;15;138
2372075;-60908;12018;151529;-93;68;103
2373076;-58250;11492;141281;-149;122;64
2374075;-56790;19728;127467;-204;174;22
2375090;-54539;24827;117339;-254;224;-21
2376080;-46854;22266;105440;-300;270;-62
2377076;-32776;28347;91003;-343;309;-103
2378076;-29041;34548;79128;-378;345;-141
2379076;-26408;35362;68953;-407;370;-178
2380076;-6296;31387;55282;-428;390;-212
2381077;-3040;36679;44843;-442;399;-241
2382076;-3016;35625;39815;-451;401;-265
2383078;9121;31100;30837;-451;395;-285
2384076;19177;35673;22816;-444;378;-299
2385092;24540;30406;20542;-427;355;-308
2386076;34404;20350;15897;-404;325;-311
2387076;48147;19608;13551;-372;293;-306
2388076;45489;17645;16831;-335;256;-294
2389075;47955;7972;20111;-293;209;-279
2390075;52097;5698;23247;-242;155;-257
2391080;46016;7134;30861;-187;99;-233
2392075;52217;-5578;40031;-132;42;-203
2393079;58155;-17525;46112;-76;-13;-167
2394080;49559;-16017;58586;-24;-71;-129
2395079;40438;-20973;72448;27;-125;-88
2396089;44771;-30310;80540;74;-175;-47
2397079;40031;-31148;93086;117;-221;-7
2398079;22505;-32273;109151;157;-261;30
2399078;19488;-34500;120404;192;-294;70
2400078;16472;-37469;130436;224;-320;106
2401077;-742;-39959;144178;248;-338;138
2402078;-10965;-38474;154019;264;-348;167
2403076;-11372;-37038;158951;273;-349;193
2404077;-16687;-37852;169461;271;-343;213
2405076;-26575;-41252;176859;261;-328;227
2406076;-37493;-29759;178607;242;-305;235
2407089;-45322;-21835;181959;216;-274;238
2408078;-49799;-27437;183826;186;-236;233
2409078;-56862;-18435;181360;145;-190;222
2410077;-64715;-8307;177937;99;-141;206
2411078;-59926;-9457;175255;53;-90;181
2412077;-52385;-9433;166971;4;-35;152
2413077;-64451;4668;157490;-44;22;123
2414076;-67205;15107;150738;-97;80;90
2415076;-51331;11156;137929;-149;134;53
2416075;-53031;20135;125863;-199;186;12
2417091;-57005;25378;117459;-250;235;-29
2418079;-44029;24708;103214;-296;276;-68
2419079;-30885;30238;89854;-340;315;-108
2420079;-33447;31866;78936;-377;351;-148
2421079;-24540;33806;65936;-409;378;-186
2422078;-2346;35003;52744;-433;396;-218
2423078;-3280;36990;45202;-450;407;-247
2424077;646;32369;39001;-454;410;-271
2425078;13192;32417;28443;-450;404;-290
2426077;16735;36966;23391;-438;389;-300
2427079;22936;27557;20135;-418;366;-305
2428093;36008;21284;13383;-393;334;-303
2429076;46519;22481;13838;-364;296;-300
2430077;44867;15586;18171;-328;251;-291
2431077;51355;6631;20566;-285;203;-277
2432077;55306;4165;24301;-239;152;-256
2433077;47261;2920;32632;-189;100;-230
2434078;50565;-4165;40126;-137;45;-198
2435078;52863;-12090;47213;-80;-9;-163
2436079;48243;-18986;61914;-22;-64;-125
2437079;43335;-24253;73382;33;-116;-85
2438089;39312;-24803;82216;83;-166;-42
2439078;37948;-32800;96845;129;-212;0
2440079;31364;-40485;109462;169;-254;41
2441079;18459;-31747;119303;201;-291;80
2442075;7015;-32441;132734;225;-319;114
2443075;2154;-45274;146501;245;-337;146
2444091;-5339;-41060;154210;256;-348;177
2445078;-21523;-30837;161632;259;-348;201
2446078;-22146;-38474;172526;256;-338;219
2447079;-18722;-45609;175806;245;-320;232
2448089;-38786;-27772;178056;230;-294;238
2449078;-52504;-20398;183754;206;-262;238
2450078;-45609;-28778;183132;177;-224;233
2451076;-51068;-18698;180546;138;-180;222
2452077;-67516;-7805;179253;94;-131;207
2453076;-62680;-7900;174752;44;-79;184
2454076;-53606;-5674;165846;-10;-24;157
2455075;-63973;4022;157059;-65;33;123
2456075;-65170;12354;148153;-122;90;88
2457075;-50326;14700;134841;-175;146;50
2458092;-51188;22361;125719;-224;198;10
2459076;-52624;23415;116094;-270;250;-30
2460076;-43095;27198;100364;-312;294;-73
2461075;-36870;33327;89255;-355;331;-114
2462075;-32609;29735;77572;-390;360;-154
2463080;-19105;33255;63278;-418;383;-190
2464075;-5578;38187;51930;-439;399;-222
2465079;-4333;36463;45226;-456;406;-251
2466080;7278;30645;36104;-465;404;-276
2467080;15969;33494;26479;-465;393;-294
2468093;15825;34284;24396;-456;377;-306
2469076;24253;25881;19033;-435;352;-312
2470076;34261;26264;13335;-404;322;-311
2471075;42760;21571;16328;-367;285;-305
2472076;48075;9552;17812;-325;244;-294
2473075;54108;7805;19273;-282;195;-280
2474075;53845;4620;25617;-235;140;-259
2475079;52169;-4333;33470;-181;82;-230
2476080;52145;-5937;39695;-128;24;-195
2477075;44532;-5458;50302;-73;-33;-160
2478092;47860;-19967;64475;-21;-90;-122
2479075;50062;-29089;72975;30;-143;-83
2480076;36152;-22888;84587;77;-192;-42
2481080;29927;-30957;99838;119;-236;0
2482075;33590;-42281;108960;158;-274;41
2483079;21236;-34452;119901;193;-306;80
2484079;1460;-32369;136086;224;-331;116
2485079;3303;-42808;146740;247;-349;148
2486079;167;-40988;154162;259;-357;175
2487079;-24229;-32944;164625;264;-355;199
2488079;-29544;-36535;172909;257;-346;218
2489091;-22649;-39145;174345;242;-328;230
2490080;-36008;-29807;178894;221;-302;236
2491075;-50134;-26982;183922;195;-267;236
2492079;-47548;-24229;181935;166;-222;230
2493080;-51618;-14173;180690;128;-174;216
2494079;-63326;-11635;178559;88;-123;198
2495079;-64404;-6655;171760;42;-73;177
2496079;-63566;1532;164888;-7;-19;149
2497075;-62321;3256;157921;-59;36;117
2498080;-55497;6655;146644;-114;94;82
