Timestamp;scop_filter_fir;scop_filter_fir1;scop_filter_fir2;scop_filter_fir3;scop_filter_lp;scop_filter_raw
11371087;8783;8447;9217;0;8426;7738
11372078;8679;8344;9160;0;8314;7524
11373093;8573;8218;9090;0;8179;7304
11374078;8467;8072;9007;0;8023;7127
11375087;8361;7907;8915;0;7851;6976
11376078;8255;7732;8821;0;7671;6845
11377087;8147;7553;8732;0;7489;6684
11378091;8035;7370;8649;0;7307;6536
11379087;7918;7193;8570;0;7129;6409
11380078;7795;7024;8491;0;6957;6279
11381087;7666;6867;8406;0;6794;6210
11382078;7534;6722;8310;0;6642;6141
11383093;7398;6589;8198;0;6504;6071
11384078;7259;6470;8069;0;6381;5999
11385087;7118;6362;7923;0;6272;5937
11386078;6978;6263;7760;0;6175;5887
11387087;6841;6171;7587;0;6089;5801
11388093;6709;6088;7407;0;6011;5746
11389087;6583;6013;7225;0;5940;5686
11390079;6465;5940;7047;0;5873;5583
11391087;6354;5873;6876;0;5808;5544
11392078;6252;5810;6714;0;5746;5523
11393093;6157;5747;6564;0;5687;5453
11394079;6068;5683;6430;0;5630;5370
11395087;5983;5618;6312;0;5572;5260
11396078;5901;5548;6210;0;5510;5152
11397087;5821;5474;6120;0;5441;5037
11398091;5741;5394;6043;0;5364;4898
11399087;5662;5306;5975;0;5277;4766
11400079;5582;5213;5913;0;5181;4654
11401087;5503;5117;5853;0;5078;4572
11402078;5421;5015;5797;0;4970;4453
11403093;5335;4902;5740;0;4858;4288
11404079;5244;4781;5683;0;4741;4118
11405087;5149;4657;5623;0;4616;3998
11406078;5051;4531;5559;0;4487;3885
11407087;4948;4402;5490;0;4355;3730
11408091;4842;4273;5414;0;4221;3610
11409087;4733;4144;5331;0;4086;3509
11410077;4620;4014;5240;0;3952;3351
11411087;4504;3883;5142;0;3818;3224
11412078;4387;3754;5036;0;3686;3165
11413093;4267;3630;4922;0;3560;3102
11414078;4149;3516;4801;0;3442;3057
11415087;4032;3414;4674;0;3336;3023
11416078;3919;3320;4541;0;3243;2983
11417087;3810;3235;4404;0;3162;2944
11418078;3706;3165;4263;0;3094;2966
11419090;3610;3109;4121;0;3040;2997
11420087;3521;3065;3980;0;3002;3011
11421078;3441;3040;3839;0;2979;3081
11422087;3371;3033;3703;0;2973;3172
11423083;3310;3040;3573;0;2985;3248
11424087;3262;3059;3452;0;3013;3301
11425078;3225;3089;3341;0;3055;3356
11426087;3198;3130;3241;0;3106;3447
11427078;3183;3181;3154;0;3166;3517
11428087;3180;3244;3080;0;3234;3632
11429078;3189;3316;3021;0;3309;3756
11430092;3210;3394;2977;0;3393;3866
11431087;3244;3486;2947;0;3486;4050
11432078;3295;3593;2931;0;3593;4321
11433093;3360;3716;2928;0;3720;4572
11434078;3435;3849;2939;0;3867;4702
11435087;3521;3992;2965;0;4029;4829
11436078;3616;4147;3005;0;4197;5006
11437087;3723;4309;3059;0;4370;5173
11438078;3838;4477;3128;0;4545;5310
11439087;3959;4645;3210;0;4718;5427
11440091;4087;4814;3306;0;4888;5600
11441087;4224;4988;3412;0;5054;5827
11442078;4369;5163;3527;0;5224;6066
11443093;4522;5341;3651;0;5401;6349
11444078;4683;5523;3784;0;5590;6610
11445087;4853;5720;3924;0;5794;6883
11446078;5037;5939;4067;0;6014;7292
11447087;5232;6178;4215;0;6258;7649
11448078;5439;6435;4367;0;6525;7984
11449087;5659;6719;4524;0;6816;8418
11450090;5892;7030;4685;0;7131;8844
11451087;6138;7359;4853;0;7469;9203
11452078;6396;7704;5030;0;7826;9583
11453093;6664;8065;5216;0;8196;10002
11454078;6940;8433;5416;0;8577;10328
11455087;7230;8808;5630;0;8963;10680
11456078;7531;9185;5860;0;9347;11006
11457087;7841;9553;6109;0;9727;11288
11458078;8159;9914;6378;0;10095;11590
11459087;8483;10264;6668;0;10451;11817
11460091;8812;10596;6979;0;10788;12054
11461087;9170;10971;7291;0;11125;13215
11462079;9570;11428;7596;0;11516;14714
11463093;10788;13675;7380;0;12543;42073
11464079;12998;18209;6592;0;15611;71294
11465087;14280;20898;6633;0;20674;31885
11466078;15090;22458;7220;0;25255;14065
11467087;16357;24771;7734;0;27983;30540
11468078;17451;26479;8627;0;29473;23841
11469087;18432;27633;9852;0;30044;20566
11470092;19258;28123;11406;0;29644;16989
11471087;19983;28064;13202;0;28425;16168
11472079;20609;27455;15174;0;26669;15856
11473093;21126;26352;17244;0;24676;15600
11474078;21502;23508;19340;0;22654;14659
11475087;21777;19420;21339;0;20745;15205
11476077;21944;18063;23151;0;19071;15524
11477087;21939;17652;24735;0;17668;13620
11478078;21786;16244;26002;0;16461;12588
11479087;21569;15453;26838;0;15430;14288
11480078;21274;14984;27225;0;14656;14958
11481092;20884;14748;27174;0;14161;14463
11482087;20373;14527;26708;0;13860;13558
11483083;19757;14293;25860;0;13648;12935
11484087;18409;14062;24682;0;13463;12739
11485078;16418;13882;23242;0;13290;12732
11486087;15660;13661;21629;0;13133;12624
11487078;15432;13458;19922;0;13001;13057
11488087;14778;13381;18218;0;12915;13153
11489078;14350;13332;16611;0;12869;12777
11490087;14055;13205;15159;0;12848;13177
11491091;13871;13053;13928;0;12849;12998
11492087;13709;12931;12979;0;12858;12619
11493084;13573;12898;12318;0;12860;12995
11494087;13440;12883;12404;0;12856;12605
11495078;13325;12845;13153;0;12833;12184
11496087;13215;12830;13177;0;12785;12722
11497078;13120;12852;12918;0;12750;13280
11498087;13101;12892;13017;0;12770;13816
11499078;13108;12928;13018;0;12850;13553
11500087;13095;13048;12965;0;12979;14317
11501093;13118;13253;12841;0;13180;15648
11502087;13161;13475;12737;0;13472;15191
11503083;13228;13702;12671;0;13795;14638
11504087;13328;13926;12631;0;14087;14908
11505078;13423;14134;12623;0;14323;14365
11506087;13483;14255;12692;0;14463;13077
11507078;13512;14232;12827;0;14448;12102
11508087;13519;14121;12960;0;14270;12112
11509078;13556;14024;13076;0;14009;13498
11510087;13626;13986;13226;0;13792;14417
11511092;13679;13901;13398;0;13682;14269
11512087;13721;13734;13566;0;13651;13778
11513083;13748;13583;13720;0;13639;13141
11514087;13735;13433;13862;0;13589;12409
11515078;13697;13223;13996;0;13461;11643
11516087;13632;12992;14120;0;13234;10912
11517078;13514;12769;14222;0;12904;10302
11518087;13348;12522;14303;0;12486;9794
11519078;13135;12190;14351;0;12002;9318
11520087;12899;11713;14348;0;11476;8865
11521091;12617;11151;14303;0;10932;8532
11522087;12285;10598;14197;0;10394;8391
11523083;11960;10094;14022;0;9891;8396
11524087;11648;9661;13791;0;9450;8489
11525078;11330;9308;13493;0;9090;8568
11526087;11028;9035;13134;0;8816;8607
11527078;10764;8838;12740;0;8624;8664
11528087;10527;8705;12322;0;8504;8702
11529078;10289;8621;11888;0;8441;8647
11530087;10017;8574;11437;0;8416;8556
11531091;9733;8560;10997;0;8413;8532
11532087;9470;8562;10588;0;8420;8468
11533083;9234;8558;10188;0;8426;8303
11534087;9029;8536;9805;0;8420;8140
11535078;8857;8496;9462;0;8396;8070
11536087;8718;8443;9151;0;8355;8049
11537078;8609;8384;8864;0;8305;8063
11538087;8527;8328;8612;0;8255;8161
11539077;8468;8280;8417;0;8216;8286
11540087;8430;8251;8302;0;8197;8415
11541077;8411;8244;8249;0;8202;8537
11542090;8406;8257;8229;0;8232;8662
11543093;8410;8292;8228;0;8286;8767
11544078;8418;8350;8236;0;8358;8839
11545087;8429;8429;8245;0;8443;8932
11546078;8441;8515;8253;0;8535;8911
11547087;8452;8593;8260;0;8622;8798
11548078;8461;8658;8268;0;8693;8695
11549087;8468;8700;8278;0;8737;8573
11550078;8476;8718;8293;0;8753;8449
11551087;8483;8709;8311;0;8739;8334
11552306;8486;8676;8336;0;8697;8228
11553002;8486;8617;8372;0;8632;8068
11554087;8482;8533;8419;0;8545;7912
11555078;8473;8430;8476;0;8438;7754
11556087;8456;8308;8538;0;8315;7606
11557078;8430;8181;8598;0;8181;7544
11558087;8396;8060;8651;0;8044;7517
11559078;8352;7943;8692;0;7914;7465
11560087;8297;7832;8715;0;7794;7393
11561078;8231;7728;8717;0;7684;7311
11562087;8155;7628;8698;0;7584;7223
11563096;8072;7534;8655;0;7491;7149
11564077;7983;7449;8588;0;7404;7103
11565087;7891;7376;8497;0;7325;7079
11566078;7797;7311;8388;0;7254;7041
11567087;7703;7251;8267;0;7191;6962
11568078;7611;7190;8138;0;7131;6871
11569087;7523;7128;8007;0;7074;6835
11570078;7440;7069;7878;0;7017;6809
11571087;7362;7011;7754;0;6964;6746
11572078;7286;6956;7638;0;6912;6694
11573093;7216;6905;7531;0;6862;6675
11574091;7150;6857;7435;0;6815;6643
11575087;7090;6812;7348;0;6771;6622
11576078;7035;6768;7271;0;6731;6598
11577087;6985;6727;7202;0;6695;6584
11578078;6937;6693;7138;0;6663;6581
11579087;6890;6663;7078;0;6635;6536
11580078;6846;6635;7023;0;6610;6533
11581087;6804;6610;6971;0;6587;6521
11582078;6765;6587;6922;0;6567;6476
11583093;6729;6566;6877;0;6547;6452
11584091;6694;6542;6834;0;6526;6392
11585087;6660;6517;6794;0;6502;6356
11586079;6628;6493;6754;0;6476;6370
11587087;6596;6468;6716;0;6450;6339
11588078;6565;6438;6683;0;6423;6251
11589087;6534;6402;6655;0;6392;6150
11590078;6501;6361;6631;0;6353;6071
11591087;6466;6314;6609;0;6306;6019
11592078;6430;6262;6589;0;6252;5930
11593093;6391;6203;6570;0;6191;5827
11594092;6348;6136;6552;0;6122;5710
11595087;6301;6065;6533;0;6046;5631
11596079;6252;5990;6512;0;5964;5573
11597087;6198;5907;6488;0;5879;5470
11598078;6141;5821;6460;0;5793;5401
11599087;6080;5737;6424;0;5706;5331
11600078;6017;5656;6383;0;5620;5286
11601087;5953;5579;6335;0;5539;5252
11602078;5887;5507;6278;0;5464;5236
11603093;5823;5444;6213;0;5398;5257
11604079;5761;5393;6141;0;5345;5286
11605092;5704;5357;6061;0;5307;5346
11606087;5650;5333;5977;0;5285;5379
11607077;5599;5321;5888;0;5279;5422
11608087;5553;5321;5799;0;5286;5446
11609078;5514;5331;5711;0;5303;5477
11610087;5484;5356;5624;0;5330;5590
11611078;5463;5392;5541;0;5368;5683
11612087;5451;5439;5466;0;5417;5762
11613084;5449;5496;5398;0;5477;5889
11614087;5459;5566;5339;0;5550;6057
11615091;5483;5648;5291;0;5637;6217
11616087;5517;5741;5254;0;5739;6370
11617078;5563;5845;5233;0;5855;6502
11618087;5619;5958;5226;0;5981;6622
11619078;5686;6081;5233;0;6114;6766
11620087;5762;6210;5255;0;6251;6866
11621078;5847;6340;5293;0;6388;6979
11622087;5940;6475;5345;0;6525;7156
11623083;6042;6615;5410;0;6663;7321
11624087;6149;6755;5487;0;6804;7460
11625090;6262;6892;5576;0;6946;7568
11626087;6377;7024;5677;0;7087;7663
11627078;6497;7154;5788;0;7225;7781
11628087;6621;7285;5907;0;7358;7931
11629078;6749;7417;6032;0;7490;8087
11630087;6882;7551;6162;0;7622;8243
11631078;7017;7691;6295;0;7758;8439
11632087;7156;7836;6430;0;7899;8614
11633083;7296;7982;6567;0;8047;8777
11634087;7440;8131;6705;0;8201;8966
11635091;7586;8290;6843;0;8362;9200
11636087;7736;8461;6979;0;8533;9459
11637078;7889;8641;7115;0;8715;9631
11638087;8044;8827;7251;0;8906;9804
11639078;8204;9018;7386;0;9101;10007
11640087;8367;9210;7524;0;9298;10172
11641078;8533;9400;7666;0;9494;10302
11642087;8698;9582;7815;0;9683;10374
11643083;8886;9807;7954;0;9877;11267
11644087;9112;10115;8076;0;10121;12591
11645172;10732;13476;7286;0;11384;59100
11646003;12255;16813;6691;0;14883;48674
11647087;12874;18231;6900;0;19335;13012
11648078;13759;20051;7131;0;22583;22189
11649087;14407;21159;7746;0;24276;13527
11650078;15100;22089;8549;0;24722;15995
11651087;15764;22675;9574;0;24258;16017
11652078;16356;22833;10818;0;23277;14980
11653093;16816;22462;12275;0;21951;12428
11654079;17198;21677;13844;0;20384;12296
11655093;17516;20581;15441;0;18744;12928
11656091;17739;16942;17008;0;17207;12605
11657087;17869;14423;18466;0;15856;12538
11658079;17919;14202;19737;0;14729;12761
11659087;17886;13492;20760;0;13845;12840
11660078;17759;13309;21498;0;13186;12332
11661087;17546;12972;21915;0;12697;11987
11662078;17279;12698;21981;0;12343;12425
11663093;16969;12544;21703;0;12120;12749
11664079;16590;12546;21115;0;12017;12555
11665087;16146;12537;20261;0;11993;12320
11666078;14508;12489;19196;0;12009;12296
11667092;13343;12476;17981;0;12047;12538
11668087;13244;12477;16690;0;12108;12636
11669079;12914;12473;15398;0;12189;12684
11670087;12849;12481;14174;0;12281;12789
11671077;12720;12509;13083;0;12375;12557
11672087;12596;12532;12176;0;12448;12251
11673083;12520;12534;11475;0;12489;12452
11674087;12525;12529;11009;0;12512;12650
11675078;12522;12513;10795;0;12527;12260
11676087;12490;12482;11604;0;12515;11899
11677090;12458;12422;12238;0;12460;11638
11678087;12412;12309;12215;0;12356;11233
11679078;12350;12165;12396;0;12203;11056
11680087;12288;12024;12415;0;12022;11295
11681078;12235;11874;12488;0;11842;11271
11682087;12168;11702;12564;0;11669;10690
11683083;12082;11545;12605;0;11492;10728
11684087;12011;11438;12562;0;11335;11647
11685078;11951;11354;12493;0;11245;11853
11686087;11891;11301;12423;0;11226;11566
11687091;11839;11301;12325;0;11251;11777
11688087;11809;11389;12194;0;11323;12660
11689078;11803;11563;12044;0;11472;13278
11690087;11805;11761;11892;0;11697;13148
11691078;11815;11956;11735;0;11959;13101
11692087;11839;12149;11589;0;12217;12938
11693084;11883;12376;11473;0;12446;13034
11694087;11946;12615;11384;0;12647;13505
11695078;12019;12800;11323;0;12838;13637
11696087;12118;12977;11295;0;13025;13771
11697093;12198;13082;11335;0;13177;12548
11698087;12232;13027;11461;0;13213;10754
11699078;12265;12870;11631;0;13074;10740
11700087;12309;12687;11820;0;12812;11427
11701078;12362;12555;12012;0;12536;12320
11702087;12433;12484;12189;0;12341;13144
11703083;12521;12458;12348;0;12269;13393
11704087;12600;12449;12496;0;12306;13333
11705078;12646;12436;12629;0;12411;13194
11706087;12676;12432;12732;0;12539;12916
11707078;12698;12423;12808;0;12648;12512
11708077;12693;12458;12861;0;12704;11951
11709093;12640;12531;12892;0;12678;11312
11710087;12547;12513;12909;0;12552;10694
11711078;12439;12369;12920;0;12325;10220
11712087;12314;12109;12917;0;12013;9897
11713083;12182;11767;12887;0;11647;9775
11714087;12044;11414;12836;0;11268;9962
11715078;11898;11096;12777;0;10924;10319
11716087;11759;10835;12691;0;10655;10702
11717078;11625;10642;12573;0;10483;10943
11718087;11527;10514;12437;0;10406;10975
11719078;11475;10452;12297;0;10400;10922
11720093;11413;10448;12151;0;10437;10812
11721087;11325;10485;11986;0;10490;10656
11722079;11208;10537;11810;0;10537;10462
11723093;11066;10583;11627;0;10560;10225
11724079;10922;10606;11445;0;10549;10058
11725087;10784;10588;11276;0;10504;9933
11726078;10656;10523;11117;0;10429;9818
11727087;10541;10418;10971;0;10332;9725
11728078;10441;10290;10817;0;10222;9643
11729087;10360;10159;10650;0;10106;9624
11730078;10297;10033;10511;0;9992;9591
11731093;10250;9918;10413;0;9887;9569
11732087;10210;9817;10358;0;9794;9516
11733083;10171;9726;10340;0;9710;9375
11734087;10126;9645;10339;0;9630;9275
11735078;10067;9569;10343;0;9550;9157
11736087;9990;9490;10344;0;9466;9004
11737077;9897;9408;10333;0;9376;8880
11738087;9793;9321;10303;0;9279;8767
11739078;9688;9232;10249;0;9176;8717
11740087;9584;9138;10170;0;9073;8657
11741078;9481;9037;10068;0;8973;8528
11742093;9380;8929;9952;0;8872;8384
11743093;9280;8816;9828;0;8768;8238
11744078;9184;8704;9702;0;8660;8128
11745087;9088;8592;9584;0;8548;8027
11746078;8991;8480;9477;0;8433;7900
11747087;8893;8369;9382;0;8318;7790
11748078;8793;8259;9294;0;8201;7697
11749087;8694;8152;9207;0;8087;7647
11750078;8593;8048;9117;0;7979;7618
11751087;8492;7948;9023;0;7880;7568
11752078;8389;7853;8924;0;7791;7479
11753096;8286;7764;8820;0;7708;7371
11754087;8185;7677;8711;0;7628;7249
11755078;8082;7588;8600;0;7545;7084
11756087;7979;7494;8489;0;7455;6940
11757078;7878;7399;8379;0;7357;6825
11758087;7776;7300;8271;0;7251;6710
11759078;7674;7196;8165;0;7140;6591
11760087;7569;7084;8064;0;7024;6449
11761078;7461;6961;7967;0;6903;6287
11762087;7352;6832;7873;0;6776;6153
11763083;7242;6698;7782;0;6645;6004
11764091;7129;6558;7692;0;6508;5820
11765087;7014;6417;7600;0;6366;5679
11766078;6896;6277;7506;0;6220;5556
11767077;6777;6138;7408;0;6073;5430
11768087;6655;5996;7306;0;5927;5293
11769078;6531;5856;7198;0;5783;5195
11770087;6406;5723;7084;0;5645;5169
11771078;6281;5600;6963;0;5518;5128
11772087;6156;5485;6835;0;5404;5035
11773084;6033;5379;6700;0;5302;4989
11774092;5914;5288;6557;0;5213;4996
11775087;5800;5208;6411;0;5137;4929
11776078;5692;5140;6263;0;5072;4912
11777087;5591;5083;6113;0;5018;4910
11778078;5494;5032;5966;0;4973;4836
11779087;5403;4988;5824;0;4934;4793
11780078;5317;4950;5690;0;4898;4766
11781087;5240;4914;5564;0;4865;4778
11782078;5171;4885;5448;0;4837;4812
11783093;5109;4863;5341;0;4817;4817
11784091;5055;4844;5245;0;4804;4802
11785087;5011;4831;5158;0;4796;4865
11786079;4974;4825;5081;0;4796;4865
11787087;4942;4821;5015;0;4801;4843
11788078;4916;4818;4960;0;4807;4833
11789087;4897;4824;4914;0;4815;4886
11790078;4884;4837;4877;0;4826;4944
11791087;4875;4854;4847;0;4842;4979
11792078;4871;4875;4823;0;4863;5032
11793093;4874;4902;4804;0;4891;5118
11794091;4883;4936;4789;0;4928;5224
11795087;4897;4981;4776;0;4975;5319
11796079;4918;5031;4768;0;5033;5406
11797087;4946;5093;4763;0;5100;5521
11798078;4979;5165;4762;0;5177;5628
11799087;5020;5245;4766;0;5262;5695
11800078;5067;5329;4776;0;5351;5781
11801087;5122;5422;4792;0;5445;5959
11802077;5184;5523;4814;0;5546;6105
11803093;5250;5627;4844;0;5654;6179
11804091;5321;5731;4883;0;5765;6241
11805087;5395;5831;4932;0;5875;6299
11806078;5474;5932;4990;0;5980;6406
11807087;5557;6034;5055;0;6082;6524
11808078;5645;6132;5130;0;6182;6591
11809087;5734;6223;5213;0;6278;6610
11810078;5823;6312;5302;0;6367;6672
11811087;5915;6402;5397;0;6450;6816
11812078;6010;6490;5494;0;6533;6974
11813093;6107;6578;5595;0;6621;7101
11814093;6207;6674;5697;0;6717;7259
11815087;6309;6780;5797;0;6822;7441
11816078;6414;6898;5896;0;6939;7623
11817087;6523;7024;5993;0;7069;7800
11818078;6636;7162;6086;0;7212;8020
11819087;6757;7318;6174;0;7370;8298
11820078;6888;7499;6259;0;7547;8623
11821087;7030;7704;6341;0;7747;8980
11822078;7181;7927;6423;0;7974;9308
11823093;7344;8170;6507;0;8227;9643
11824091;7520;8431;6596;0;8502;9950
11825087;7708;8706;6696;0;8795;10220
11826078;7910;8993;6807;0;9097;10527
11827087;8123;9290;6932;0;9406;10817
11828078;8345;9591;7077;0;9716;11046
11829087;8577;9890;7241;0;10021;11267
11830078;8821;10184;7426;0;10318;11523
11831087;9071;10466;7633;0;10604;11738
11832078;9325;10733;7863;0;10878;11896
11833093;9609;11047;8096;0;11155;13036
11834078;9939;11450;8318;0;11491;14563
11835092;10462;12270;8435;0;12050;20853
11836087;12080;15514;7861;0;13705;56507
11837078;13404;18272;7620;0;17164;40371
11838087;14011;19474;8039;0;21017;12734
11839078;14942;21201;8418;0;23611;24377
11840087;15722;22430;9093;0;24990;18789
11841078;16457;23332;9988;0;25473;18018
11842087;17079;23742;11130;0;25148;15433
11843083;17602;23688;12475;0;24182;14008
11844087;18041;23182;13959;0;22766;13632
11845154;18401;22284;15517;0;21132;13646
11846006;18667;20817;17089;0;19477;13338
11847087;18852;17506;18593;0;17934;13654
11848079;18952;15566;19959;0;16597;13785
11849087;18955;15345;21131;0;15505;13457
11850078;18879;14493;22045;0;14649;13608
11851087;18736;14092;22652;0;14022;14025
11852078;18515;13785;22940;0;13606;13711
11853093;18213;13625;22909;0;13338;12971
11854079;17825;13539;22563;0;13147;12729
11855087;17367;13471;21921;0;12998;12832
11856090;16724;13375;21034;0;12882;12548
11857087;15186;13270;19958;0;12781;12318
11858079;14238;13132;18755;0;12683;12287
11859087;14105;12986;17490;0;12591;12351
11860078;13686;12902;16219;0;12524;13007
11861087;13477;12868;15005;0;12521;13713
11862078;13326;12869;13907;0;12609;14132
11863093;13277;12948;12973;0;12786;14480
11864079;13276;13092;12259;0;13026;14322
11865087;13293;13268;11784;0;13287;14319
11866078;13335;13483;11618;0;13548;14858
11867091;13391;13717;12250;0;13808;14762
11868087;13435;13931;12624;0;14045;14324
11869077;13480;14120;12525;0;14226;14243
11870087;13552;14305;12698;0;14354;14678
11871078;13640;14459;12794;0;14462;15090
11872087;13718;14551;12915;0;14569;14889
11873083;13800;14590;13026;0;14660;14528
11874087;13885;14565;13154;0;14703;13917
11875078;13970;14532;13305;0;14679;13872
11876087;14064;14527;13467;0;14612;14508
11877093;14163;14500;13635;0;14551;14645
11878080;14255;14470;13821;0;14512;14422
11879087;14332;14453;14011;0;14480;14231
11880078;14391;14423;14190;0;14440;14039
11881087;14388;14288;14377;0;14363;12892
11882078;14320;14046;14569;0;14197;11815
11883093;14231;13803;14720;0;13923;11973
11884078;14139;13604;14807;0;13600;12574
11885087;14058;13462;14836;0;13309;13067
11886078;13974;13325;14821;0;13093;13084
11887087;13866;13150;14761;0;12949;12880
11888091;13751;12967;14663;0;12849;12571
11889087;13632;12789;14539;0;12760;12105
11890078;13496;12603;14399;0;12649;11607
11891087;13329;12404;14259;0;12494;11101
11892078;13129;12225;14124;0;12281;10505
11893093;12912;12039;13992;0;12001;9861
11894078;12680;11762;13861;0;11650;9232
11895087;12440;11383;13721;0;11232;8712
11896078;12181;10937;13568;0;10767;8422
11897087;11894;10480;13406;0;10285;8386
11898091;11602;10051;13214;0;9827;8520
11899087;11321;9674;12982;0;9430;8765
11900078;11053;9367;12719;0;9122;8961
11901087;10795;9128;12435;0;8908;9026
11902078;10571;8954;12135;0;8779;9004
11903093;10376;8840;11810;0;8713;8920
11904078;10173;8776;11465;0;8685;8746
11905087;9951;8744;11106;0;8671;8508
11906078;9718;8726;10751;0;8649;8271
11907087;9488;8699;10420;0;8605;8044
11908092;9271;8646;10110;0;8532;7862
11909087;9069;8560;9818;0;8433;7728
11910078;8888;8442;9549;0;8314;7647
11911087;8727;8301;9305;0;8184;7580
11912078;8587;8156;9072;0;8053;7568
11913093;8469;8018;8855;0;7931;7589
11914079;8372;7894;8679;0;7824;7580
11915087;8292;7787;8551;0;7736;7536
11916078;8225;7701;8464;0;7663;7508
11917087;8163;7637;8400;0;7605;7491
11918092;8097;7586;8350;0;7556;7393
11919087;8023;7540;8307;0;7512;7280
11920079;7938;7495;8262;0;7465;7180
11921087;7845;7442;8211;0;7410;7010
11922078;7749;7381;8152;0;7344;6895
11923093;7653;7311;8080;0;7267;6833
11924079;7558;7226;7996;0;7181;6672
11925087;7465;7128;7903;0;7085;6528
11926078;7376;7022;7804;0;6979;6402
11927087;7288;6905;7707;0;6864;6244
11928091;7201;6778;7617;0;6740;6088
11929087;7115;6651;7537;0;6610;6002
11930079;7027;6525;7466;0;6478;5925
11931087;6935;6398;7402;0;6348;5798
11932078;6840;6278;7340;0;6221;5712
11933093;6742;6162;7273;0;6100;5667
11934078;6641;6052;7199;0;5987;5633
11935087;6539;5953;7114;0;5887;5597
11936078;6438;5866;7016;0;5799;5588
11937087;6338;5791;6906;0;5726;5566
11938091;6240;5729;6786;0;5666;5540
11939087;6149;5681;6656;0;5619;5566
11940078;6066;5646;6522;0;5585;5633
11941087;5991;5626;6385;0;5567;5705
11942078;5929;5626;6249;0;5568;5825
11943093;5876;5638;6119;0;5587;5837
11944078;5827;5651;6002;0;5617;5762
11945087;5785;5665;5899;0;5648;5700
11946078;5750;5677;5810;0;5673;5652
11947087;5721;5686;5738;0;5688;5628
11948144;5698;5692;5682;0;5692;5607
11949002;5682;5694;5640;0;5688;5588
11950087;5667;5687;5614;0;5677;5537
11951078;5653;5668;5601;0;5658;5468
11952087;5641;5637;5598;0;5631;5401
11953083;5629;5595;5605;0;5596;5360
11954087;5617;5553;5618;0;5555;5363
11955078;5605;5515;5633;0;5513;5365
11956087;5591;5479;5648;0;5473;5315
11957078;5574;5444;5662;0;5435;5274
11958087;5555;5406;5671;0;5398;5216
11959090;5533;5368;5675;0;5359;5171
11960087;5510;5332;5671;0;5321;5185
11961078;5484;5301;5660;0;5285;5212
11962087;5455;5277;5640;0;5256;5216
11963083;5425;5260;5611;0;5235;5238
11964087;5395;5245;5577;0;5220;5212
11965078;5365;5228;5540;0;5210;5149
11966087;5340;5213;5498;0;5200;5181
11967078;5318;5206;5454;0;5192;5231
11968099;5299;5206;5409;0;5190;5264
11969077;5283;5212;5364;0;5195;5305
11970091;5271;5225;5321;0;5207;5329
11971087;5263;5241;5284;0;5225;5386
11972078;5261;5261;5251;0;5249;5439
11973093;5263;5286;5226;0;5280;5480
11974078;5271;5317;5205;0;5316;5556
11975087;5283;5356;5187;0;5359;5628
11976078;5300;5407;5174;0;5408;5724
11977087;5324;5464;5164;0;5465;5827
11978078;5354;5526;5161;0;5531;5923
11979174;5392;5597;5162;0;5605;6045
11980005;5436;5673;5171;0;5687;6131
11981087;5487;5758;5184;0;5777;6270
11982079;5543;5852;5203;0;5874;6409
11983093;5604;5947;5230;0;5977;6464
11984079;5671;6051;5263;0;6084;6610
11985087;5750;6169;5301;0;6198;6885
11986078;5839;6297;5347;0;6324;7074
11987087;5933;6430;5400;0;6464;7192
11988078;6035;6572;5459;0;6614;7388
11989141;6146;6725;5525;0;6773;7615
11990005;6268;6894;5597;0;6944;7910
11991087;6401;7080;5675;0;7131;8209
11992079;6546;7281;5761;0;7337;8480
11993093;6700;7494;5856;0;7561;8731
11994079;6865;7723;5961;0;7798;8963
11995087;7037;7957;6076;0;8043;9169
11996078;7219;8191;6202;0;8291;9390
11997087;7407;8429;6341;0;8539;9622
11998077;7602;8671;6494;0;8783;9811
11999087;7805;8912;6661;0;9024;10048
12000092;8014;9155;6840;0;9261;10323
12001087;8230;9392;7030;0;9498;10563
12002078;8452;9626;7232;0;9736;10824
12003093;8678;9861;7444;0;9976;11080
12004078;8911;10095;7666;0;10217;11295
12005087;9145;10327;7896;0;10459;11489
12006078;9377;10558;8135;0;10696;11671
12007087;9609;10787;8379;0;10927;11872
12008078;9843;11013;8627;0;11151;12083
12009094;10076;11236;8878;0;11369;12263
12010091;10305;11451;9131;0;11580;12411
12011087;10527;11652;9384;0;11781;12524
12012078;10742;11842;9637;0;11971;12655
12013093;10952;12022;9888;0;12147;12804
12014078;11168;12216;10125;0;12321;13335
12015087;11420;12494;10332;0;12532;14769
12016078;11703;12852;10515;0;12841;15878
12017087;11996;13243;10695;0;13264;16079
12018078;12298;13665;10872;0;13764;16357
12019087;12619;14127;11048;0;14297;16886
12020094;13059;14849;11164;0;14915;20796
12021091;14217;17153;10836;0;16176;44230
12022087;15189;19143;10736;0;18562;33961
12023083;15648;20000;11112;0;21143;14439
12024087;16204;20920;11553;0;22733;18478
12025078;16641;21405;12205;0;23259;14958
12026087;17072;21628;12978;0;23020;15907
12027078;17387;21396;13923;0;22223;13295
12028087;17636;20886;14970;0;21040;12957
12029078;17823;20148;16068;0;19641;13041
12030087;17945;19209;17169;0;18211;13024
12031091;17992;17946;18227;0;16874;12804
12032087;17962;15481;19190;0;15686;12449
12033083;17864;13941;20001;0;14672;12459
